,UUID,Name,Manufacturer,Protocols Referenced,Verified
759900,DCjiCZIBPBHhf-iFMqM3,statistical package for social sciences spss version 20,IBM,65,No
729742,USThCZIBPBHhf-iF3l-t,vettest chemistry analyzer,IDEXX,65,No
590270,7yPhCZIBPBHhf-iFxqtA,logiq 7,GE Healthcare,65,No
239406,kyThCZIBPBHhf-iF3mOt,smifh2,Merck Group,65,No
586329,5CPhCZIBPBHhf-iF0d8w,s8 tiger,Bruker,65,No
760018,3SXhCZIBPBHhf-iF7gbr,statistical package for the social sciences spss version 23,IBM,65,No
793972,0CThCZIBPBHhf-iF692D,7900ht fast real time system,Thermo Fisher Scientific,65,No
582263,3yPhCZIBPBHhf-iFxq9A,cd38 pe,BD,65,No
599428,liThCZIBPBHhf-iF4olq,d glucuronic acid,Merck Group,65,No
239339,sSjiCZIBPBHhf-iFL3fp,cycloheximide (chx),Fujifilm,65,No
730031,fiXhCZIBPBHhf-iF-6WD,power block,BioGenex,65,No
599239,OCThCZIBPBHhf-iF4oRp,t9284,Merck Group,65,No
580595,hSThCZIBPBHhf-iF2j6g,amplification grade dnase 1,Merck Group,65,No
793515,wCPhCZIBPBHhf-iFnQUw,xylene,Avantor,65,No
792432,7CjiCZIBPBHhf-iFLVKb,mirna isolation kit,Thermo Fisher Scientific,65,No
585007,UCThCZIBPBHhf-iF7vjp,cd8 pe,BioLegend,65,No
722810,RyXhCZIBPBHhf-iF_sFw,lv nc,Genechem,65,No
654923,xyfiCZIBPBHhf-iFJLMQ,quantity one system,Bio-Rad,65,No
735219,6SXiCZIBPBHhf-iFAfmM,red blood cell lysis buffer,Roche,65,No
876661,KSThCZIBPBHhf-iF565x,buprenorphine,Reckitt Benckiser,65,No
133115,myThCZIBPBHhf-iF56Rw,cyanine3 (cy3),Merck Group,65,No
799376,SSXhCZIBPBHhf-iF8jqA,ssoadvanced universal sybr green supermix kit,Bio-Rad,65,No
584999,SSThCZIBPBHhf-iF7vfo,cd11c pe cy7,BD,65,No
876673,rSPhCZIBPBHhf-iF0d8w,cell counting kit 8 cck 8,Biosharp,65,No
744692,eSbiCZIBPBHhf-iFD5Sj,fv1000 confocal system,Olympus,65,No
790153,3CLhCZIBPBHhf-iFeOAr,mouse leptin elisa kit,Crystal Chem,65,No
878897,KyThCZIBPBHhf-iF2kah,isoflurane,Abbvie,65,No
239270,0iPhCZIBPBHhf-iFqyqZ,chir99021,Thermo Fisher Scientific,65,No
782125,zCThCZIBPBHhf-iF3nSv,x omat ls film,Kodak,65,No
799313,ySXhCZIBPBHhf-iF8jF_,inova 400,Agilent Technologies,65,No
755058,KCLhCZIBPBHhf-iFnfsv,spectrum software,PerkinElmer,65,No
841835,syPhCZIBPBHhf-iFxpo-,interferin sirna transfection reagent,Polyplus Transfection,65,No
640158,EyLhCZIBPBHhf-iFeOss,smz1500 stereomicroscope,Nikon,65,No
880691,5yPhCZIBPBHhf-iF0e8z,fluoview fv3000 confocal microscope,Olympus,65,No
722416,oyPhCZIBPBHhf-iFxqY_,rneasy micro,Qiagen,65,No
643337,DCPhCZIBPBHhf-iFy8_j,alexa fluor 647,BioLegend,65,No
239264,qSThCZIBPBHhf-iF4nlo,mab5406,Merck Group,65,No
727856,8CPhCZIBPBHhf-iFtFDJ,ti2 u,Nikon,65,No
571607,xSThCZIBPBHhf-iF7u7n,facs calibur 2,BD,65,No
785045,0SXhCZIBPBHhf-iF8juA,pge2 elisa kit,Cayman Chemical,65,No
744803,myThCZIBPBHhf-iF4n5p,c2 plus,Nikon,65,No
583628,rSniCZIBPBHhf-iFRNxl,observer z1 inverted microscope,Zeiss,65,No
233220,9CThCZIBPBHhf-iF1Qi4,surfactant p20,GE Healthcare,65,No
575013,eCPhCZIBPBHhf-iFxo48,cytation 1 cell imaging multi mode reader,Agilent Technologies,65,No
868641,ESPhCZIBPBHhf-iFtFHJ,cell counting kit 8 (cck8),Vazyme,65,No
867367,ZCPhCZIBPBHhf-iFqyuZ,mp6 xt22,BioLegend,65,No
211602,9SThCZIBPBHhf-iF1QS4,ab209484,Abcam,65,No
598000,DyThCZIBPBHhf-iF3mKt,gata4,Santa Cruz Biotechnology,65,No
736427,DCPhCZIBPBHhf-iFy9vk,goat serum,ZSGB-BIO,65,No
206990,siPhCZIBPBHhf-iFqxuX,high performance liquid chromatography (hplc),Jasco,65,No
583288,FibiCZIBPBHhf-iFGPkK,poly ethylene glycol diacrylate,Merck Group,65,No
223369,pSPhCZIBPBHhf-iFvH6N,ab52642,Abcam,65,No
483005,ISThCZIBPBHhf-iF2jSe,wall mounted stadiometer,Seca,65,No
581843,CyLhCZIBPBHhf-iFnfgu,glucose colorimetric assay kit,Abcam,65,No
742576,SiThCZIBPBHhf-iF2lGj,storm phosphorimager,GE Healthcare,65,No
488727,x53FHJMBdNj1hjtAk1xw,sucrose,Duchefa Biochemie,65,No
754465,ZSbiCZIBPBHhf-iFD5mk,normal human dermal fibroblasts (nhdf),Lonza,65,No
791903,UyThCZIBPBHhf-iF3nKv,skim milk,Thermo Fisher Scientific,65,No
584807,giThCZIBPBHhf-iF58Bz,4 2 hydroxyethyl piperazine 1 ethanesulfonic acid hepes,Merck Group,65,No
729351,1CPhCZIBPBHhf-iFxpw-,pertussis toxin ptx,Merck Group,65,No
788594,USPhCZIBPBHhf-iFxp8-,24 well plate,SPL Life Sciences,65,No
662205,uyXhCZIBPBHhf-iF_rRu,atpase gtpase activity assay kit,Merck Group,65,No
730907,gCbiCZIBPBHhf-iFErRH,rotor gene rg 3000,Qiagen,65,No
583634,yiPhCZIBPBHhf-iFvHCK,milli q reagent water system,Merck Group,65,No
785085,rSXhCZIBPBHhf-iF9UWe,gaiix sequencer,Illumina,65,No
832229,kCbiCZIBPBHhf-iFD4Kh,vent dna polymerase,New England Biolabs,65,No
792140,GCfiCZIBPBHhf-iFHFPj,rabbit anti th,Merck Group,65,No
589977,ppoPdZQB1-hLfrUPWyxJ,weri rb 1,American Type Culture Collection,65,No
591514,UiXhCZIBPBHhf-iF_sVw,nanodrop 1000 uv vis spectrophotometer,Thermo Fisher Scientific,65,No
752489,OibiCZIBPBHhf-iFD3yg,isoflurane,Viatris,65,No
762269,UyXhCZIBPBHhf-iF9Vqh,quark b2,Cosmed,65,No
600962,ECThCZIBPBHhf-iF57Ry,mircute plus mirna qpcr detection kit,Tiangen Biotech,65,No
762264,UCbiCZIBPBHhf-iFBz4b,sonos 7500,Philips,65,No
637954,QyfiCZIBPBHhf-iFGi-D,cell strainer cap,BD,65,No
585069,ySXhCZIBPBHhf-iF7gjr,typhoon fla 9500 imager,GE Healthcare,65,No
648813,ISPhCZIBPBHhf-iFnQ4x,cck 8,Molecular Devices,65,No
649649,fyfiCZIBPBHhf-iFGiKB,c ebpβ,Santa Cruz Biotechnology,65,No
754615,KSLhCZIBPBHhf-iFeOMr,steponeplus device,Thermo Fisher Scientific,65,No
581444,9iXiCZIBPBHhf-iFAduI,cd90 apc,BD,65,No
625305,ZyThCZIBPBHhf-iF1Qi4,spectramax spectrophotometer,Molecular Devices,65,No
730470,aiThCZIBPBHhf-iF3miu,delsa nano c particle analyzer,Beckman Coulter,65,No
755678,ICXhCZIBPBHhf-iF8jmA,dfc495,Leica,65,No
663053,jiXhCZIBPBHhf-iF_stx,bio1d software,Vilber,65,No
751377,ZyThCZIBPBHhf-iF4pRr,m2000sp,Abbott,65,No
573187,SSniCZIBPBHhf-iFQJsM,l 15 media,Thermo Fisher Scientific,65,No
729415,3iPhCZIBPBHhf-iF0d4w,westernbright quantum,Advansta,65,No
598586,bSThCZIBPBHhf-iF3nKv,takara rna pcr kit,Takara Bio,65,No
790132,UyPhCZIBPBHhf-iFvGeI,24 well plate,NEST Biotechnology,65,No
785100,ACXhCZIBPBHhf-iF9Uuf,hacat,CLS Cell Lines Service,65,No
576768,jyPhCZIBPBHhf-iFvIuP,fp 6200,Jasco,65,No
733570,JyThCZIBPBHhf-iF3l2s,ab216130,Abcam,65,No
581721,NSjiCZIBPBHhf-iFKAT_,qubit high sensitivity dna assay,Thermo Fisher Scientific,65,No
789320,PCThCZIBPBHhf-iF68qA,96 well plate,PerkinElmer,65,No
797241,5SPhCZIBPBHhf-iF0ecx,icycler thermocycler,Bio-Rad,65,No
601655,7yThCZIBPBHhf-iF68Z_,anti parp 1,Santa Cruz Biotechnology,65,No
867494,myPhCZIBPBHhf-iFqy6Z,mab002,R&D Systems,65,No
573510,jyThCZIBPBHhf-iF4pBr,antifade mounting medium,Thermo Fisher Scientific,65,No
133404,0iThCZIBPBHhf-iF2jOe,sodium hydroxide (naoh),Scharlab,65,No
782077,4Z3FHJMBdNj1hjtAk3OH,sphingomyelin,Avanti Polar Lipids,65,No
591534,jSPhCZIBPBHhf-iFy73h,alexa fluor 594 anti rabbit igg,Thermo Fisher Scientific,65,No
790625,Li_iCZIBPBHhf-iFklVv,saponin,Thermo Fisher Scientific,65,No
752245,ASThCZIBPBHhf-iF57Bx,betulinic acid,Merck Group,65,No
868162,uSPhCZIBPBHhf-iFtEPH,janus automated workstation,PerkinElmer,65,No
223651,MCLhCZIBPBHhf-iFeOMr,sirtinol,Merck Group,65,No
571967,BCziCZIBPBHhf-iFa403,human il 8 elisa kit,Thermo Fisher Scientific,65,No
780148,QCbiCZIBPBHhf-iFBBxP,modified boyden chamber,Corning,65,No
572252,cyLhCZIBPBHhf-iFeOos,vibra cell vcx 750,Sonics,65,No
781621,5CbiCZIBPBHhf-iFD5ej,60 f254 plate,Merck Group,65,No
788507,wSThCZIBPBHhf-iF57dy,ldh assay kit,Roche,65,No
783442,nSThCZIBPBHhf-iF6-mF,stop glo reagent,Promega,65,No
455211,eSThCZIBPBHhf-iF1SG7,helios gene gun system,Bio-Rad,65,No
590415,BCPhCZIBPBHhf-iFqx6X,β nicotinamide adenine dinucleotide,Merck Group,65,No
754029,giXiCZIBPBHhf-iFAfKL,oil red o dye,Merck Group,65,No
779652,iSXiCZIBPBHhf-iFAfaL,tocopherol,Merck Group,65,No
578742,mCThCZIBPBHhf-iF69SB,control sirna,Bioneer,65,No
603145,kCThCZIBPBHhf-iF7u7n,iq syber green supermix,Bio-Rad,65,No
793721,MyPhCZIBPBHhf-iFxrBA,sirna duplexes,Thermo Fisher Scientific,65,No
637846,eSfiCZIBPBHhf-iFJNET,alexa fluorophore,Thermo Fisher Scientific,65,No
745566,JSPhCZIBPBHhf-iFvH6N,design expert 10,Stat-Ease,65,No
842628,HiThCZIBPBHhf-iF1R-6,hg u133a,Thermo Fisher Scientific,65,No
794178,vCXhCZIBPBHhf-iF9WGh,oligonucleotide primers,Thermo Fisher Scientific,65,No
869293,XyPhCZIBPBHhf-iFtGXM,microm hm 340e,Thermo Fisher Scientific,65,No
731686,OiPhCZIBPBHhf-iFtEHH,t7451,Merck Group,65,No
778878,piXhCZIBPBHhf-iF8hl8,nucleospin rna 2 kit,Takara Bio,65,No
256434,dSThCZIBPBHhf-iF1RG5,cgs21680,Bio-Techne,65,No
579690,HiPhCZIBPBHhf-iFy8vj,dmem nutrient mixture f 12,Thermo Fisher Scientific,65,No
869667,GSPhCZIBPBHhf-iFvHCK,vitronectin xf,STEMCELL,65,No
792940,WCjiCZIBPBHhf-iFKAv_,compound discoverer 2,Thermo Fisher Scientific,65,No
631010,SybiCZIBPBHhf-iFGO4J,anti gpx4,Abcam,65,No
779585,DSThCZIBPBHhf-iF1Rq6,25 cm2 cell culture flask,Corning,65,No
869127,oCPhCZIBPBHhf-iFtGDM,claudin 1,Cell Signaling Technology,65,No
731882,qCPhCZIBPBHhf-iFxqk_,emem medium,American Type Culture Collection,65,No
879836,OiPhCZIBPBHhf-iFtEbH,mtt reagent,Beyotime,65,No
879830,MyLhCZIBPBHhf-iFePAt,dgu 20a5,Shimadzu,65,No
574164,JyThCZIBPBHhf-iF3muu,dmi4000b inverted microscope,Leica,65,No
879184,eSfiCZIBPBHhf-iFHEXi,calcein pi cell viability cytotoxicity assay kit,Beyotime,65,No
799139,tCXhCZIBPBHhf-iF8hp8,berberine chloride,Merck Group,65,No
740242,TCThCZIBPBHhf-iF4otq,mecamylamine,Merck Group,65,No
873490,2iLhCZIBPBHhf-iFeOws,anti mtor,Abcam,65,No
799497,JCXhCZIBPBHhf-iF9Uqf,jfc 1200 fine coater,JEOL,65,No
577645,CyPhCZIBPBHhf-iFtE_J,nupage 4 12 gel,Thermo Fisher Scientific,65,No
877812,PiLhCZIBPBHhf-iFnfUu,cck 8 solution,Yeasen,65,No
873501,SiLhCZIBPBHhf-iFeO0t,hiseq 3000 4000,Illumina,65,No
740289,cCPhCZIBPBHhf-iF0eAw,sodium metaperiodate,Merck Group,65,No
579259,hyfiCZIBPBHhf-iFHE7j,glutathione agarose beads,Thermo Fisher Scientific,65,No
424708,OSbiCZIBPBHhf-iFD3ug,sas for windows v9,SAS Institute,65,No
648472,XCPhCZIBPBHhf-iFnQMw,acuson s3000,Siemens,65,No
783493,6yThCZIBPBHhf-iF7v3p,gene pulser cuvette,Bio-Rad,65,No
577710,EyXhCZIBPBHhf-iF_tNy,millipore membrane filter,Merck Group,65,No
590719,pCfiCZIBPBHhf-iFJM8T,alexa fluor 488 goat anti mouse igg secondary antibody,Thermo Fisher Scientific,65,No
455194,BCThCZIBPBHhf-iF1SG7,il 17,BioLegend,65,No
581169,ByPhCZIBPBHhf-iFtF7L,aluminum chloride hexahydrate,Merck Group,65,No
424772,kCbiCZIBPBHhf-iFFdCG,prism software v9,GraphPad,65,No
577786,gCPhCZIBPBHhf-iFnQMw,protease inhibitor and phosphatase inhibitor cocktail,Thermo Fisher Scientific,65,No
782550,CCPhCZIBPBHhf-iFqxyX,nitrocellulose membrane,Santa Cruz Biotechnology,65,No
779955,myThCZIBPBHhf-iF4pRr,qiamp kit,Qiagen,65,No
779627,hSXhCZIBPBHhf-iF-GmT,colorimetric assay,Merck Group,65,No
578951,BiXhCZIBPBHhf-iF9Vag,h9 hesc,WiCell,65,No
882985,8yThCZIBPBHhf-iF1Se7,jsm 6380lv,JEOL,65,No
792726,5SXhCZIBPBHhf-iF-5OB,real time pcr detection system,Thermo Fisher Scientific,65,No
843166,4CLhCZIBPBHhf-iFeN0r,tecnai tf20,Thermo Fisher Scientific,65,No
879662,PiPhCZIBPBHhf-iFtFXK,nanozoomer s360,Hamamatsu Photonics,65,No
583893,dijiCZIBPBHhf-iFLWGd,potassium persulfate k2s2o8,Merck Group,65,No
578918,-SPhCZIBPBHhf-iFxpo-,goat anti rabbit secondary antibody,Cell Signaling Technology,65,No
424800,HSXhCZIBPBHhf-iF-52C,graph prism 6,GraphPad,65,No
743954,3CThCZIBPBHhf-iF6-aE,vacufuge,Eppendorf,65,No
794475,ICfiCZIBPBHhf-iFJvet,prolong gold reagent,Thermo Fisher Scientific,65,No
793810,iCPhCZIBPBHhf-iFy8_j,sp8 confocal system,Leica,65,No
753940,iyXhCZIBPBHhf-iF7gzs,palm microbeam system,Zeiss,65,No
731486,QCniCZIBPBHhf-iFPXXc,chromosome analysis suite,Thermo Fisher Scientific,65,No
604159,MCXhCZIBPBHhf-iF7gnr,anti map2,Abcam,65,No
581189,4SXhCZIBPBHhf-iF-HiU,trypsin edta,Solarbio,65,No
795126,yCbiCZIBPBHhf-iFBysZ,realtime hcv assay,Abbott,65,No
575401,PiThCZIBPBHhf-iF56Bv,newborn calf serum,Merck Group,65,No
574026,eyviCZIBPBHhf-iFVS7d,dfc3000g camera,Leica,65,No
800375,PyXhCZIBPBHhf-iF_shw,ion pi hi q chef kit,Thermo Fisher Scientific,65,No
797022,ryPhCZIBPBHhf-iFy8_j,microphot fxa microscope,Nikon,65,No
455274,OiThCZIBPBHhf-iF1SO7,il 13,BioLegend,65,No
725535,6CThCZIBPBHhf-iF1Qy5,penicillin streptomycin,Biosharp,65,No
573891,UyjiCZIBPBHhf-iFNOTk,simplyblue,Thermo Fisher Scientific,65,No
579630,ISfiCZIBPBHhf-iFGAwM,dfc450 camera,Leica,65,No
581774,6yPhCZIBPBHhf-iF0d8w,t3000 thermocycler,Analytik Jena,65,No
792971,CSbiCZIBPBHhf-iFFdaH,bond rxm,Leica,65,No
731976,ryLhCZIBPBHhf-iFeOks,midetect a track mirna qrt pcr starter kit,RiboBio,65,No
727138,ZyPhCZIBPBHhf-iFvG2K,emsure,Merck Group,65,No
793891,HSThCZIBPBHhf-iF57xz,dm irbe,Leica,65,No
877041,-iPhCZIBPBHhf-iFqymZ,lipofectamine 3000,GenePharma,65,No
637435,TiThCZIBPBHhf-iF3mSt,phosstop phosphatase inhibitor,Merck Group,65,No
797724,SiLhCZIBPBHhf-iFnfov,4 6 diamidino 2 phenylindole (dapi),Biosharp,65,No
205318,tyPhCZIBPBHhf-iFxrBA,orcaflash2,Hamamatsu Photonics,65,No
741992,MyPhCZIBPBHhf-iFvICN,crystal violet,Fujifilm,65,No
590471,CCThCZIBPBHhf-iF3mCt,revertra ace α first strand cdna synthesis kit,Toyobo,65,No
879427,JyPhCZIBPBHhf-iFtEzJ,semi dry blotting system,Bio-Rad,65,No
721900,0SThCZIBPBHhf-iF1QW4,ge lightspeed vct,GE Healthcare,65,No
753280,qCjiCZIBPBHhf-iFN_If,hifair 2 1st strand cdna synthesis supermix,Yeasen,65,No
784420,ASPhCZIBPBHhf-iF0e4y,cytotox 96 assay kit,Promega,65,No
767579,sifiCZIBPBHhf-iFJvGt,zombie uv fixable viability kit,BioLegend,65,No
740106,giThCZIBPBHhf-iF2j6g,gallocatechin,Merck Group,65,No
604422,bSXhCZIBPBHhf-iF7hDt,sector imager 6000,Mesoscale,65,No
794229,TybiCZIBPBHhf-iFB0Eb,dynamo cdna synthesis kit,Thermo Fisher Scientific,65,No
802930,DCPhCZIBPBHhf-iFnQ0x,tris 2 carboxyethyl phosphine hydrochloride,Merck Group,65,No
754154,sSbiCZIBPBHhf-iFBB5P,c myc,Merck Group,65,No
640292,ACPhCZIBPBHhf-iFqzaa,ringer s solution,Merck Group,65,No
643691,RCPhCZIBPBHhf-iFy9nk,vi cell counter,Beckman Coulter,65,No
801890,kijiCZIBPBHhf-iFNN7k,powerlyzer powersoil dna isolation kit,Qiagen,65,No
878221,0yPhCZIBPBHhf-iFqz6b,mcf 7,Shanghai Cell Bank,65,No
573535,WCThCZIBPBHhf-iF3niv,pecam 1,BD,65,No
575333,zSXhCZIBPBHhf-iF8i5_,taq mastermix,CWBIO,65,No
581100,iSPhCZIBPBHhf-iF0e4y,inverted fluorescent microscope,Zeiss,65,No
734319,HCXhCZIBPBHhf-iF8hx9,ab109250,Abcam,65,No
789912,piPhCZIBPBHhf-iFxpc9,anti cd28 antibody,BD,65,No
456662,dSThCZIBPBHhf-iF2kKg,powerlab 4 30,ADInstruments,65,No
868812,ciPhCZIBPBHhf-iFtFfK,anti cd44,Abcam,65,No
744408,liXiCZIBPBHhf-iFAeCJ,pen strep,American Type Culture Collection,65,No
784405,SiPhCZIBPBHhf-iF0eYx,pgl4 vector,Promega,65,No
425436,9yPhCZIBPBHhf-iF0eEw,spss statistics 20.0 for windows,IBM,65,No
799156,uiXhCZIBPBHhf-iF8hx9,ultraflex 2,Bruker,65,No
755880,ByXhCZIBPBHhf-iF-IaW,peyfp n1,Takara Bio,65,No
601492,hCThCZIBPBHhf-iF58Jz,osirix md,Pixmeo,65,No
786981,wSPhCZIBPBHhf-iFqyqZ,h3k27ac antibody,Abcam,65,No
592155,wCLhCZIBPBHhf-iFnfkv,evolution 300 uv vis spectrophotometer,Thermo Fisher Scientific,65,No
873409,8iLhCZIBPBHhf-iFeOks,magnetom avanto fit,Siemens,65,No
731848,eSPhCZIBPBHhf-iFxpY9,te200,Nikon,65,No
753292,xiThCZIBPBHhf-iF3mSt,sars cov 2 igg 2 quant,Abbott,65,No
731641,rSPhCZIBPBHhf-iFqyqZ,hepes,GE Healthcare,65,No
753757,oyThCZIBPBHhf-iF69qC,western chemiluminescent hrp substrate,Merck Group,65,No
767350,QSfiCZIBPBHhf-iFJuus,anti m6a antibody,Abcam,65,No
740953,kyThCZIBPBHhf-iF1Qu4,sodium dihydrogen phosphate dihydrate,Merck Group,65,No
793711,JiThCZIBPBHhf-iF3myu,fluoromount,Thermo Fisher Scientific,65,No
793156,fSThCZIBPBHhf-iF2kmi,fetal calf serum (fcs),American Type Culture Collection,65,No
596999,ySPhCZIBPBHhf-iFxqxA,enhanced chemiluminescence,Santa Cruz Biotechnology,65,No
608311,LybiCZIBPBHhf-iFBz0b,anti irf3,Cell Signaling Technology,65,No
597122,4iLhCZIBPBHhf-iFeNEp,chlorogenic acid,Extrasynthese,65,No
744094,zSThCZIBPBHhf-iF7vXo,filtermate harvester,PerkinElmer,65,No
894049,MiPhCZIBPBHhf-iFtGXM,histrap column,Cytiva,65,No
638307,JiThCZIBPBHhf-iF0QM2,countess 2 cell counter,Thermo Fisher Scientific,65,No
879982,UyXiCZIBPBHhf-iFAeyK,las 3000 mini,Fujifilm,65,No
638186,hiXhCZIBPBHhf-iF-6CD,abi viia 7 system,Thermo Fisher Scientific,65,No
489909,pCPhCZIBPBHhf-iFy7zh,forane,Baxter,65,No
656416,HSXhCZIBPBHhf-iF8iR9,mr750 scanner,GE Healthcare,64,No
841419,eiLhCZIBPBHhf-iFeNcq,cfx connect thermocycler,Bio-Rad,64,No
781995,cyLhCZIBPBHhf-iFeOAr,dnaeasy plant mini kit,Qiagen,64,No
730409,KiPhCZIBPBHhf-iFqySY,cisplatin cddp,Merck Group,64,No
783870,DifiCZIBPBHhf-iFIZzC,m tube,Miltenyi Biotec,64,No
754656,xSjiCZIBPBHhf-iFKzZI,api 4000 qtrap,AB Sciex,64,No
239137,upoPdZQB1-hLfrUPWypB,hydrochloric acid (hcl),Xilong,64,No
741037,DiPhCZIBPBHhf-iF0eYx,mounting medium,Merck Group,64,No
894075,dSfiCZIBPBHhf-iFGhSA,glass microfiber filter,Cytiva,64,No
600348,HyThCZIBPBHhf-iF56Jw,sb431542,Cayman Chemical,64,No
580207,lSXiCZIBPBHhf-iFAd-J,buffer r,Thermo Fisher Scientific,64,No
596969,viPhCZIBPBHhf-iFxqU_,imipramine hydrochloride,Merck Group,64,No
740503,yCXhCZIBPBHhf-iF9U2f,methylene blue,Sinopharm,64,No
624617,hyPhCZIBPBHhf-iF0fU0,protein a g plus agarose sc 2003,Santa Cruz Biotechnology,64,No
455429,4iThCZIBPBHhf-iF1Sa7,bhi broth,HiMedia,64,No
767456,HifiCZIBPBHhf-iFJu6s,unlq 10 column trizol total rna isolation kit,Sangon,64,No
780597,bifiCZIBPBHhf-iFJLkQ,complete mini edta free protease inhibitor cocktail tablet,Roche,64,No
801833,BSThCZIBPBHhf-iF2kCg,tecnai spirit transmission electron microscope,Thermo Fisher Scientific,64,No
791719,qiXhCZIBPBHhf-iF-H6V,n n dimethylformamide (dmf),Avantor,64,No
838893,_CPhCZIBPBHhf-iFtGHM,j 820,Jasco,64,No
791500,hiThCZIBPBHhf-iF69iC,surveyor hplc system,Thermo Fisher Scientific,64,No
454580,7iPhCZIBPBHhf-iFqzCa,specific antibodies,Cell Signaling Technology,64,No
791164,_yThCZIBPBHhf-iF2kSh,pen strep solution,Thermo Fisher Scientific,64,No
879885,biPhCZIBPBHhf-iFxps-,fastprep 24 5g instrument,MP Biomedicals,64,No
735733,_ybiCZIBPBHhf-iFD36h,normal goat serum (ngs),Boster Bio,64,No
867652,lSPhCZIBPBHhf-iFqzOa,porcinesnp60 beadchip,Illumina,64,No
248608,5CPhCZIBPBHhf-iFnRgy,snu 638,Korean Cell Line Bank,64,No
477729,fSThCZIBPBHhf-iF4oxq,humphrey field analyzer 2,Zeiss,64,No
742825,EiPhCZIBPBHhf-iFy8Xi,hematoxylin eosin staining kit,Solarbio,64,No
741050,wiPhCZIBPBHhf-iFtFLK,acetone,Honeywell,64,No
795698,2ybiCZIBPBHhf-iFD3qg,n propyl gallate,Merck Group,64,No
226571,DCbiCZIBPBHhf-iFBzsa,lx112 resin,Ladd Research Industries,64,No
580214,XyXiCZIBPBHhf-iFAe-L,ion pgm 200 sequencing kit,Thermo Fisher Scientific,64,No
744699,iCfiCZIBPBHhf-iFIaHD,quick start bradford 1 dye reagent,Bio-Rad,64,No
791674,UifiCZIBPBHhf-iFGi-D,primer express software version 3,Thermo Fisher Scientific,64,No
573502,v53FHJMBdNj1hjtAk3OH,sigmastat v3,Grafiti LLC,64,No
598802,6yThCZIBPBHhf-iF4nho,sm22α,Abcam,64,No
596649,1SPhCZIBPBHhf-iFtFTK,slicer,3D Slicer,64,No
878421,eSPhCZIBPBHhf-iFy7bg,histoacryl,B. Braun,64,No
596668,TyPhCZIBPBHhf-iFtFnL,papaverine,Merck Group,64,No
596686,_CPhCZIBPBHhf-iFtF7M,droplet reader,Bio-Rad,64,No
849870,iCXhCZIBPBHhf-iF8jV_,dynamics software,Wyatt Technology,64,No
573631,nifiCZIBPBHhf-iFH2xS,a 21245,Thermo Fisher Scientific,64,No
878732,ByPhCZIBPBHhf-iFxrRA,u0126,MedChemExpress,64,No
211344,fiPhCZIBPBHhf-iFy8fi,ab6939,Abcam,64,No
740809,2SbiCZIBPBHhf-iFDVIa,benzalkonium chloride,Merck Group,64,No
583412,DyPhCZIBPBHhf-iFy8Li,pjet1.2 blunt cloning vector,Thermo Fisher Scientific,64,No
793031,LyThCZIBPBHhf-iF1Qa4,exoquick kit,System Biosciences,64,No
579319,pCLhCZIBPBHhf-iFnfcu,gibco fbs,Thermo Fisher Scientific,64,No
743272,jyThCZIBPBHhf-iF4pls,pcdna3.1 myc his,Thermo Fisher Scientific,64,No
579331,xyPhCZIBPBHhf-iF0eIw,streptavidin alexa fluor 488 conjugate,Thermo Fisher Scientific,64,No
455466,zSThCZIBPBHhf-iF1Se7,szx7 stereomicroscope,Olympus,64,No
662866,LCXhCZIBPBHhf-iF_sZw,icap qc,Thermo Fisher Scientific,64,No
488747,wiLhCZIBPBHhf-iFeOcs,cell counting kit 8 (cck8),Meilun,64,No
604337,HyXhCZIBPBHhf-iF7g7s,atg12,Cell Signaling Technology,64,No
579352,7yXhCZIBPBHhf-iF8iF9,glutamax medium,Thermo Fisher Scientific,64,No
211555,HSPhCZIBPBHhf-iF0fo0,ab6992,Abcam,64,No
486436,jCPhCZIBPBHhf-iFxrRB,pd173074,Merck Group,64,No
801570,1iThCZIBPBHhf-iF1SC7,qscript cdna supermix kit,Quanta Biosciences,64,No
791489,5iThCZIBPBHhf-iF57tz,maxiscript t7 transcription kit,Thermo Fisher Scientific,64,No
870434,UCPhCZIBPBHhf-iFvIaO,c fos,Abcam,64,No
798146,LCfiCZIBPBHhf-iFGi6C,mtt powder,Merck Group,64,No
790977,LyPhCZIBPBHhf-iFvHaL,winnonlin 5,Pharsight,64,No
733418,2yThCZIBPBHhf-iF2jif,ab184247,Abcam,64,No
843071,FCPhCZIBPBHhf-iFqyyZ,ea3000,Eurovector,64,No
598588,hyThCZIBPBHhf-iF3nKv,caspase 3 cpp32 colorimetric assay kit,Abcam,64,No
787922,-yPhCZIBPBHhf-iFvIaO,pyromark gold q24 reagent,Qiagen,64,No
663090,ziXhCZIBPBHhf-iF_sxx,pv 9001,ZSGB-BIO,64,No
795121,iiXhCZIBPBHhf-iF8jqA,cba software,BD,64,No
869600,TSPhCZIBPBHhf-iFvG6K,anti h3k27me3,Abcam,64,No
740678,MyXhCZIBPBHhf-iF-HaU,stem cell factor (scf),STEMCELL,64,No
754575,DijiCZIBPBHhf-iFL5Xs,masson trichrome,Merck Group,64,No
603315,5iThCZIBPBHhf-iF7vLo,vegf165,R&D Systems,64,No
801848,cSThCZIBPBHhf-iF2kKg,p4864,Merck Group,64,No
574475,ayPhCZIBPBHhf-iFnRMx,facsfusion,BD,64,No
